HOSPITAL_ID,HOSPITAL_NAME,HOSPITAL_TYPE,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,AVG_VENTILATOR_USAGE,Potential_Increase_In_Bed_Capac
200,Bradley County Medical Center,Critical Access Hospital,Bradley,Arkansas,5,11,5011,33,25,4,4,0,0.2269589,2,8
201,Mercy Hospital Berryville (FKA St Johns Hospital Berryville),Critical Access Hospital,Carroll,Arkansas,5,15,5015,25,25,5,5,0,0.11901639,2,0
202,Chicot Memorial Medical Center,Critical Access Hospital,Chicot,Arkansas,5,17,5017,25,25,4,4,0,0.34918034,2,0
203,Baptist Health - Arkadelphia,Critical Access Hospital,Clark,Arkansas,5,19,5019,25,25,4,4,0,0.43167123,2,0
204,Piggott Community Hospital,Critical Access Hospital,Clay,Arkansas,5,21,5021,25,25,4,4,0,0.52295887,1,0
205,Baptist Health - Heber Springs,Critical Access Hospital,Cleburne,Arkansas,5,23,5023,25,25,4,4,0,0.29468492,1,0
206,Magnolia Regional Medical Center,Short Term Acute Care Hospital,Columbia,Arkansas,5,27,5027,49,30,6,6,0,0.26273972,2,19
207,Providence VA Medical Center,VA Hospital,Providence,Rhode Island,44,7,44007,73,73,2,2,0,0,2,0
208,CHI St Vincent Morrilton,Critical Access Hospital,Conway,Arkansas,5,29,5029,25,25,4,4,0,0.27912569,2,0
209,NEA Baptist Memorial Hospital,Short Term Acute Care Hospital,Craighead,Arkansas,5,31,5031,228,100,36,36,0,0.72596651,4,128
210,St Bernards Medical Center,Short Term Acute Care Hospital,Craighead,Arkansas,5,31,5031,378,337,30,30,12,0.66164941,11,41
211,Baptist Health - Van Buren (FKA Sparks Medical Center - Van Buren),Short Term Acute Care Hospital,Crawford,Arkansas,5,33,5033,103,44,8,8,0,0.14327522,2,59
212,CrossRidge Community Hospital,Critical Access Hospital,Cross,Arkansas,5,37,5037,25,15,3,3,0,0.56529683,2,10
213,Dallas County Medical Center,Critical Access Hospital,Dallas,Arkansas,5,39,5039,25,22,4,4,0,0.087920301,0,3
214,McGehee Hospital (AKA McGehee-Desha County Hospital),Critical Access Hospital,Desha,Arkansas,5,41,5041,25,25,4,4,0,0.099672131,1,0
215,Delta Memorial Hospital,Critical Access Hospital,Desha,Arkansas,5,41,5041,25,25,4,4,0,0.25726777,1,0
216,Drew Memorial Health System (FKA Drew Memorial Hospital),Short Term Acute Care Hospital,Drew,Arkansas,5,43,5043,49,50,5,5,0,0.44879782,2,-1
217,Conway Regional Medical Center,Short Term Acute Care Hospital,Faulkner,Arkansas,5,45,5045,150,139,17,17,0,0.6153543,4,11
218,Mercy Hospital Ozark,Critical Access Hospital,Franklin,Arkansas,5,47,5047,25,25,4,4,0,0.11573771,1,0
219,Levi Hospital (AKA Leo N Levi National Arthritis Hospital),Short Term Acute Care Hospital,Garland,Arkansas,5,51,5051,50,1,0,0,0,0.002739726,0,49
220,National Park Medical Center,Short Term Acute Care Hospital,Garland,Arkansas,5,51,5051,163,126,16,16,0,0.65940422,5,37
221,CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),Short Term Acute Care Hospital,Garland,Arkansas,5,51,5051,282,229,25,25,0,0.54960984,7,53
222,Arkansas Methodist Medical Center,Short Term Acute Care Hospital,Greene,Arkansas,5,55,5055,129,114,8,8,0,0.28514779,3,15
223,Wadley Regional Medical Center at Hope (FKA Medical Park Hospital),Short Term Acute Care Hospital,Hempstead,Arkansas,5,57,5057,79,67,8,8,0,0.092496425,2,12
224,Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center),Short Term Acute Care Hospital,Hot Spring,Arkansas,5,59,5059,72,65,6,6,0,0.37808219,2,7
225,Ralph H Johnson VA Medical Center,VA Hospital,Charleston,South Carolina,45,19,45019,132,132,0,0,0,0,0,0
226,Howard Memorial Hospital,Critical Access Hospital,Howard,Arkansas,5,61,5061,20,20,6,6,0,0.2920548,2,0
227,White River Medical Center,Short Term Acute Care Hospital,Independence,Arkansas,5,63,5063,235,170,12,12,0,0.47740531,4,65
228,Jefferson Regional Medical Center,Short Term Acute Care Hospital,Jefferson,Arkansas,5,69,5069,471,271,34,34,0,0.41703466,7,200
229,Johnson Regional Medical Center,Short Term Acute Care Hospital,Johnson,Arkansas,5,71,5071,90,58,8,8,0,0.21270666,2,32
230,Lawrence Memorial Hospital,Critical Access Hospital,Lawrence,Arkansas,5,75,5075,25,25,4,4,0,0.22163935,2,0
231,Mercy Hospital Paris (FKA North Logan Mercy Hospital),Critical Access Hospital,Logan,Arkansas,5,83,5083,16,16,3,3,0,0.22967896,2,0
232,Mercy Hospital Booneville (FKA Booneville Community Hospital),Critical Access Hospital,Logan,Arkansas,5,83,5083,25,24,4,4,0,0.23041895,1,1
233,South Mississippi County Regional Medical Center,Critical Access Hospital,Mississippi,Arkansas,5,93,5093,25,25,4,4,0,0.15813699,1,0
234,Great River Medical Center,Short Term Acute Care Hospital,Mississippi,Arkansas,5,93,5093,99,99,5,5,0,0.31772521,2,0
235,Ouachita County Medical Center,Short Term Acute Care Hospital,Ouachita,Arkansas,5,103,5103,98,87,8,8,0,0.14857502,2,11
236,Helena Regional Medical Center,Short Term Acute Care Hospital,Phillips,Arkansas,5,107,5107,155,127,6,6,0,0.066379033,2,28
237,Mena Regional Health System,Short Term Acute Care Hospital,Polk,Arkansas,5,113,5113,65,41,6,6,0,0.25706649,2,24
238,St Marys Regional Medical Center (AKA Saint Marys Regional Health System),Short Term Acute Care Hospital,Pope,Arkansas,5,115,5115,170,137,11,11,0,0.40777922,4,33
239,Baptist Health - North Little Rock,Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,225,182,17,17,0,0.6172964,5,43
240,University of Arkansas for Medical Sciences Medical Center (AKA UAMS),Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,450,450,28,28,64,0.76293153,14,0
241,CHI St Vincent Infirmary,Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,615,371,23,23,0,0.64283502,12,244
242,Central Arkansas Veterans Healthcare System - John L McClellan Memorial Veterans Hospital,VA Hospital,Pulaski,Arkansas,5,119,5119,538,195,2,2,0,0,2,343
243,Baptist Health - Little Rock,Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,827,764,54,54,0,0.55962849,15,63
244,Arkansas Surgical Hospital,Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,49,49,9,9,0,0.38758737,2,0
245,Arkansas Heart Hospital,Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,110,112,20,20,0,0.63172698,2,-2
246,CHI St Vincent North,Short Term Acute Care Hospital,Pulaski,Arkansas,5,119,5119,69,68,14,14,0,0.58992285,3,1
247,Arkansas Childrens Hospital,Childrens Hospital,Pulaski,Arkansas,5,119,5119,336,336,36,36,104,0.66382909,2,0
248,St Bernards Five Rivers (FKA Five Rivers Medical Center),Short Term Acute Care Hospital,Randolph,Arkansas,5,121,5121,50,32,2,2,0,0.17696886,1,18
249,Forrest City Medical Center,Short Term Acute Care Hospital,St. Francis,Arkansas,5,123,5123,118,56,6,6,0,0.28277886,2,62
250,Saline Memorial Hospital,Short Term Acute Care Hospital,Saline,Arkansas,5,125,5125,177,130,16,16,0,0.32175285,3,47
251,Mercy Hospital Waldron (FKA Mercy Hospital Scott County),Critical Access Hospital,Scott,Arkansas,5,127,5127,24,24,4,4,0,0.11839709,1,0
252,Baptist Health - Fort Smith (FKA Sparks Regional Medical Center),Short Term Acute Care Hospital,Sebastian,Arkansas,5,131,5131,492,280,31,31,0,0.55406064,12,212
253,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),Short Term Acute Care Hospital,Sebastian,Arkansas,5,131,5131,336,343,38,38,25,0.52161825,9,-7
254,Stone County Medical Center,Critical Access Hospital,Stone,Arkansas,5,137,5137,25,25,4,4,0,0.20767124,1,0
255,Medical Center of South Arkansas,Short Term Acute Care Hospital,Union,Arkansas,5,139,5139,166,111,16,16,0,0.29079899,3,55
256,Ozark Health Medical Center,Critical Access Hospital,Van Buren,Arkansas,5,141,5141,25,25,4,4,0,0.43825138,2,0
257,Veterans Health Care System of the Ozarks (AKA Fayetteville VA Medical Center),VA Hospital,Washington,Arkansas,5,143,5143,78,78,0,0,0,0,0,0
258,Northwest Health Physicians Specialty Hospital,Short Term Acute Care Hospital,Washington,Arkansas,5,143,5143,20,20,4,4,0,0.34931508,0,0
259,Northwest Medical Center - Springdale,Short Term Acute Care Hospital,Washington,Arkansas,5,143,5143,222,222,21,21,0,0.50158286,5,0
260,Washington Regional Medical Center,Short Term Acute Care Hospital,Washington,Arkansas,5,143,5143,425,355,40,40,34,0.53689879,10,70
261,Unity Health - White County Medical Center,Short Term Acute Care Hospital,White,Arkansas,5,145,5145,438,245,13,13,0,0.58266109,8,193
262,John Ed Chambers Memorial Hospital,Short Term Acute Care Hospital,Yell,Arkansas,5,149,5149,41,30,5,5,0,0.4647541,2,11
263,Dardanelle Regional Medical Center (FKA River Valley Medical Center),Critical Access Hospital,Yell,Arkansas,5,149,5149,35,25,4,4,0,0.16262627,1,10
264,St Rose Hospital,Short Term Acute Care Hospital,Alameda,California,6,1,6001,171,195,15,15,0,0.28039339,8,-24
265,Alta Bates Summit Medical Center - Summit Campus,Short Term Acute Care Hospital,Alameda,California,6,1,6001,58,403,36,36,0,0.34196752,11,-345
266,San Leandro Hospital,Short Term Acute Care Hospital,Alameda,California,6,1,6001,91,48,6,6,0,0.64257991,3,43
267,Washington Hospital,Short Term Acute Care Hospital,Alameda,California,6,1,6001,415,365,52,52,0,0.3902809,6,50
268,Alameda Hospital,Short Term Acute Care Hospital,Alameda,California,6,1,6001,66,37,8,8,0,0.95120329,3,29
269,Stanford Health Care - ValleyCare Medical Center,Short Term Acute Care Hospital,Alameda,California,6,1,6001,167,167,23,23,0,0.41284555,5,0
270,Alta Bates Summit Medical Center - Alta Bates Campus,Short Term Acute Care Hospital,Alameda,California,6,1,6001,339,339,30,30,55,0.41773999,5,0
271,Kaiser Permanente - Oakland Medical Center,Short Term Acute Care Hospital,Alameda,California,6,1,6001,315,365,50,50,24,0.66315633,7,-50
272,Eden Medical Center,Short Term Acute Care Hospital,Alameda,California,6,1,6001,130,126,24,24,0,0.88556206,10,4
273,Sutter Amador Hospital,Short Term Acute Care Hospital,Amador,California,6,5,6005,52,52,6,6,0,0.43609062,3,0
274,Enloe Medical Center,Short Term Acute Care Hospital,Butte,California,6,7,6007,298,298,33,33,6,0.72739333,7,0
275,Oroville Hospital,Short Term Acute Care Hospital,Butte,California,6,7,6007,133,153,10,10,0,0.85763472,10,-20
276,Mark Twain Medical Center,Critical Access Hospital,Calaveras,California,6,9,6009,25,25,5,5,0,0.34421918,2,0
277,Colusa Regional Medical Center,Short Term Acute Care Hospital,Colusa,California,6,11,6011,42,42,0,0,0,0.16268754,0,0
278,John Muir Health - Concord Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,244,244,36,36,0,0.61752748,10,0
279,Sutter Delta Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,145,145,12,12,4,0.56444025,8,0
280,San Ramon Regional Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,123,123,12,12,2,0.35008219,3,0
281,Kaiser Permanente - Antioch Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,150,138,16,16,0,0.39781615,2,12
282,Contra Costa Regional Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,124,124,8,8,6,0.86705703,3,0
283,Kaiser Permanente - Walnut Creek Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,233,233,24,24,25,0.53250635,2,0
284,John Muir Health - Walnut Creek Medical Center,Short Term Acute Care Hospital,Contra Costa,California,6,13,6013,554,506,55,55,60,0.46712869,16,48
285,Sutter Coast Hospital,Short Term Acute Care Hospital,Del Norte,California,6,15,6015,49,39,6,6,0,0.49624166,3,10
286,Marshall Medical Center,Short Term Acute Care Hospital,El Dorado,California,6,17,6017,111,111,20,20,0,0.47883499,4,0
287,Barton Memorial Hospital (AKA Barton Health),Short Term Acute Care Hospital,El Dorado,California,6,17,6017,63,63,8,8,0,0.270798,2,0
288,Adventist Health Reedley,Short Term Acute Care Hospital,Fresno,California,6,19,6019,49,49,9,9,0,0.2214146,2,0
289,Community Regional Medical Center,Short Term Acute Care Hospital,Fresno,California,6,19,6019,685,663,88,88,84,0.75807005,23,22
290,Saint Agnes Medical Center,Short Term Acute Care Hospital,Fresno,California,6,19,6019,436,385,40,40,0,0.79318273,12,51
291,Clovis Community Medical Center,Short Term Acute Care Hospital,Fresno,California,6,19,6019,208,208,24,24,8,0.85026342,8,0
292,Fresno Surgical Hospital,Short Term Acute Care Hospital,Fresno,California,6,19,6019,27,27,5,5,0,0.30421105,1,0
293,Kaiser Permanente - Fresno Medical Center,Short Term Acute Care Hospital,Fresno,California,6,19,6019,169,169,12,12,12,0.47815514,2,0
294,Fresno Heart & Surgical Hospital,Short Term Acute Care Hospital,Fresno,California,6,19,6019,57,57,10,10,0,0.54568613,0,0
295,Glenn Medical Center,Critical Access Hospital,Glenn,California,6,21,6021,47,15,3,3,0,1,1,32
296,Jerold Phelps Community Hospital,Critical Access Hospital,Humboldt,California,6,23,6023,9,9,2,2,0,0.34946728,0,0
297,Redwood Memorial Hospital,Critical Access Hospital,Humboldt,California,6,23,6023,35,25,5,5,0,0.42939889,2,10
298,Mad River Community Hospital,Short Term Acute Care Hospital,Humboldt,California,6,23,6023,78,49,8,8,0,0.37777531,2,29
299,St Joseph Hospital - Eureka,Short Term Acute Care Hospital,Humboldt,California,6,23,6023,138,127,12,12,5,0.72245169,8,11
300,Martinsburg VA Medical Center,VA Hospital,Berkeley,West Virginia,54,3,54003,67,67,1,1,0,0,2,0
301,El Centro Regional Medical Center,Short Term Acute Care Hospital,Imperial,California,6,25,6025,161,161,20,20,0,0.37910262,4,0
302,Pioneers Memorial Hospital (AKA Pioneers Memorial Healthcare District),Short Term Acute Care Hospital,Imperial,California,6,25,6025,107,107,8,8,0,0.41004035,5,0
303,Southern Inyo Hospital (AKA Southern Inyo Healthcare District),Critical Access Hospital,Inyo,California,6,27,6027,4,4,1,1,0,0.13150685,0,0
304,Northern Inyo Hospital,Critical Access Hospital,Inyo,California,6,27,6027,25,25,4,4,0,0.35342467,2,0
305,Kern Valley Healthcare District,Critical Access Hospital,Kern,California,6,29,6029,27,24,4,4,0,0.19303653,2,3
306,Adventist Health Tehachapi Valley (FKA Tehachapi Hospital),Critical Access Hospital,Kern,California,6,29,6029,25,25,4,4,0,0.46311638,2,0
307,Kern Medical (FKA Kern Medical Center),Short Term Acute Care Hospital,Kern,California,6,29,6029,222,222,12,12,28,0.58510429,3,0
308,Mercy Hospital Downtown - Bakersfield,Short Term Acute Care Hospital,Kern,California,6,29,6029,144,144,28,28,9,0.48699236,4,0
309,Good Samaritan Hospital,Short Term Acute Care Hospital,Kern,California,6,29,6029,64,43,4,4,0,0.30238929,1,21
310,Delano Regional Medical Center (AKA Adventist Health Delano),Short Term Acute Care Hospital,Kern,California,6,29,6029,105,105,10,10,0,0.20234834,2,0
311,Bakersfield Heart Hospital,Short Term Acute Care Hospital,Kern,California,6,29,6029,47,47,11,11,0,0.73786068,4,0
312,Ridgecrest Regional Hospital,Critical Access Hospital,Kern,California,6,29,6029,72,25,4,4,0,0.57128769,2,47
313,Adventist Health Bakersfield (FKA San Joaquin Community Hospital),Short Term Acute Care Hospital,Kern,California,6,29,6029,254,254,34,34,9,0.64435339,5,0
314,Memorial Hospital - Bakersfield (FKA Bakersfield Memorial Hospital),Short Term Acute Care Hospital,Kern,California,6,29,6029,408,421,48,48,31,0.4365145,7,-13
315,Adventist Health Hanford,Short Term Acute Care Hospital,Kings,California,6,31,6031,173,142,22,22,0,0.51438951,5,31
316,Adventist Health Clear Lake (FKA St Helena Hospital - Clear Lake),Critical Access Hospital,Lake,California,6,33,6033,32,25,4,4,0,0.62290412,3,7
317,Sutter Lakeside Hospital,Critical Access Hospital,Lake,California,6,33,6033,30,25,4,4,0,0.7438904,2,5
318,Banner Lassen Medical Center,Critical Access Hospital,Lassen,California,6,35,6035,25,25,4,4,0,0.36372602,1,0
319,Catalina Island Medical Center,Critical Access Hospital,Los Angeles,California,6,37,6037,8,8,1,1,0,0.47636986,0,0
320,Childrens Hospital Los Angeles,Childrens Hospital,Los Angeles,California,6,37,6037,495,379,48,48,58,0.87363499,2,116
321,Miller Childrens & Womens Hospital Long Beach,Childrens Hospital,Los Angeles,California,6,37,6037,357,357,30,30,95,0.44957983,7,0
322,USC Verdugo Hills Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,116,116,12,12,7,0.44924158,3,0
323,Valley Presbyterian Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,350,333,20,20,42,0.53769386,8,17
324,San Gabriel Valley Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,187,187,19,19,12,0.54568899,6,0
325,Panorama City Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,218,218,24,24,24,0.35885385,3,0
326,Los Angeles Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,460,460,96,96,33,0.71137583,3,0
327,Downey Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,352,352,38,38,49,0.4910025,4,0
328,St Mary Medical Center Long Beach,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,360,250,30,30,25,0.5796594,6,110
329,PIH Health Hospital - Whittier (FKA Presbyterian Intercommunity Hospital),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,488,352,24,24,34,0.5733344,9,136
330,City of Hope Helford Clinical Research Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,217,217,18,18,0,0.9287166,3,0
331,California Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,318,318,28,28,26,0.61069185,5,0
332,Southern California Hospital at Hollywood (FKA Hollywood Community Hospital),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,100,100,15,15,0,0.52213591,6,0
333,Encino Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,107,82,14,14,0,0.2100568,2,25
334,Community Hospital of Huntington Park,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,81,81,4,4,0,0.49271098,3,0
335,West Covina Medical Center (AKA Doctors Hospital of West Covina),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,13,13,2,2,0,0.38292938,1,0
336,Adventist Health White Memorial (FKA White Memorial Medical Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,353,353,34,34,5,0.70875311,5,0
337,St Francis Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,384,384,36,36,29,0.73595893,8,0
338,UCLA Health - Santa Monica Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,281,281,38,38,0,0.67798454,8,0
339,Northridge Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,354,318,46,46,38,0.45378089,10,36
340,CHA Hollywood Presbyterian Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,345,317,36,36,15,0.42576379,11,28
341,Glendale Memorial Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,255,241,24,24,13,0.37412971,5,14
342,Providence Little Company of Mary Medical Center San Pedro,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,158,186,12,12,0,0.32184416,4,-28
343,Coast Plaza Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,117,117,7,7,0,0.24165788,3,0
344,Palmdale Regional Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,184,157,18,18,0,0.5933339,6,27
345,Glendora Oaks Behavioral Health Hospital (FKA Glendora Community Hospital),Psychiatric Hospital,Los Angeles,California,6,37,6037,107,107,10,10,0,0.11237998,2,0
346,Pomona Valley Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,412,412,40,40,53,0.60010999,11,0
347,Providence Saint Joseph Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,392,377,38,38,20,0.49137023,13,15
348,Methodist Hospital of Southern California,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,348,318,49,49,17,0.58730936,12,30
349,Adventist Health Glendale (FKA Glendale Adventist Medical Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,415,323,12,12,14,0.64956552,8,92
350,College Medical Center (FKA Pacific Hospital of Long Beach),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,121,221,8,8,0,0.81746733,4,-100
351,Providence Holy Cross Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,329,316,24,24,12,0.67620081,11,13
352,Providence Saint Johns Health Center (FKA St Johns Health Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,266,236,23,23,18,0.60763872,8,30
353,VA Long Beach Healthcare System (AKA Tibor Rubin VA Medical Center),VA Hospital,Los Angeles,California,6,37,6037,237,237,1,1,0,0,1,0
354,Ronald Reagan UCLA Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,445,445,120,120,22,0.97097915,13,0
355,Alhambra Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,118,101,13,13,0,0.54417467,4,17
356,Providence Little Company of Mary Medical Center Torrance,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,327,327,28,28,34,0.55695194,10,0
357,Beverly Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,202,202,25,25,10,0.54649395,6,0
358,Torrance Memorial Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,570,493,56,56,25,0.54675037,11,77
359,Pacifica Hospital of the Valley,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,95,133,23,23,0,0.39040065,2,-38
360,Emanate Health Inter-Community Hospital (FKA Inter-Community Hospital),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,481,481,20,20,40,0.54523396,10,0
361,PIH Health Hospital - Downey (FKA Downey Regional Medical Center and Downey Medical Group),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,199,199,18,18,7,0.42658499,3,0
362,Huntington Hospital (FKA Huntington Memorial Hospital),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,578,511,30,30,59,0.6274637,18,67
363,South Bay Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,257,257,20,20,10,0.39271894,3,0
364,Memorial Hospital of Gardena,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,103,103,10,10,0,0.64734674,6,0
365,PIH Health Good Samaritan Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,380,310,39,39,23,0.5785771,7,70
366,West Hills Hospital & Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,260,214,25,25,11,0.5155617,7,46
367,Long Beach Medical Center (FKA Long Beach Memorial Medical Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,411,369,60,60,0,0.61898208,16,42
368,Los Angeles Community Hospital at Bellflower (FKA Bellflower Medical Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,112,144,32,32,0,0.2359589,0,-32
369,West Los Angeles Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,265,265,31,31,12,0.3249315,3,0
370,Baldwin Park Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,272,257,12,12,20,0.37800756,5,15
371,Whittier Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,156,156,16,16,0,0.41687742,3,0
372,Monterey Park Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,101,101,4,4,0,0.50069171,2,0
373,Garfield Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,210,182,10,10,20,0.72072858,5,28
374,Greater El Monte Community Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,104,104,10,10,0,0.38187566,3,0
375,Centinela Hospital Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,362,313,31,31,9,0.54039127,15,49
376,Cedars-Sinai Marina Del Rey Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,133,103,12,12,0,0.42021546,3,30
377,Olympia Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,204,204,36,36,0,0.33033845,9,0
378,Providence Tarzana Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,249,246,27,27,18,0.49520689,9,3
379,LA Downtown Medical Center - Downtown Campus (FKA Silver Lake Medical Center - Downtown Campus),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,234,212,12,12,0,0.63189209,2,22
380,Sherman Oaks Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,112,112,16,16,0,0.46330723,8,0
381,VA Greater Los Angeles Healthcare System - West Los Angeles Medical Center,VA Hospital,Los Angeles,California,6,37,6037,0,0,1,1,0,0,2,0
382,Henry Mayo Newhall Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,334,196,18,18,11,0.63140899,5,138
383,Cedars-Sinai Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,889,880,72,72,57,0.82688123,19,9
384,Pacific Gardens Medical Center (FKA Gardens Regional Hospital and Medical Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,0,0,0,0,0,0,0,0
385,Lakewood Regional Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,172,172,32,32,0,0.65837461,6,0
386,San Dimas Community Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,101,101,8,8,0,0.34189612,3,0
387,Emanate Health Foothill Presbyterian Hospital (FKA Foothill Presbyterian Hospital),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,105,105,18,18,0,0.6070711,4,0
388,East Los Angeles Doctors Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,102,102,10,10,0,0.32234758,2,0
389,USC Kenneth Norris Jr Cancer Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,60,60,7,7,0,0.67168951,2,0
390,Los Angeles Community Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,91,285,22,22,0,0.49133381,3,-194
391,Woodland Hills Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,274,262,22,22,12,0.27019036,2,12
392,Keck Hospital of USC (FKA USC University Hospital),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,401,301,46,46,0,0.71421289,9,100
393,Mission Community Hospital,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,85,60,10,10,0,0.8345961,5,25
394,Olive View - UCLA Medical Center,Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,303,270,18,18,14,0.52208018,2,33
395,Antelope Valley Hospital (FKA Antelope Valley Hospital Medical Center),Short Term Acute Care Hospital,Los Angeles,California,6,37,6037,390,393,21,21,27,0.55375928,14,-3
396,Madera Community Hospital,Short Term Acute Care Hospital,Madera,California,6,39,6039,106,106,10,10,0,0.36068752,3,0
397,Kaiser Permanente - San Rafael Medical Center,Short Term Acute Care Hospital,Marin,California,6,41,6041,116,116,12,12,0,0.35545585,2,0
398,MarinHealth Medical Center (FKA Marin General Hospital),Short Term Acute Care Hospital,Marin,California,6,41,6041,218,218,10,10,8,0.45249465,6,0
399,Novato Community Hospital,Short Term Acute Care Hospital,Marin,California,6,41,6041,47,47,8,8,0,0.41154182,2,0
400,John C Fremont Healthcare District,Critical Access Hospital,Mariposa,California,6,43,6043,18,18,3,3,0,0.70958906,2,0
